Year,Title,Director,Actor,Genre,Age Certification,Imdb
2017,Raja the Great,Anil Ravipudi,Ravi Teja,Romance,S,2
2017,Anaganaga Oka Durga,Prakash Pulijala,Priyanka Naidu,Drama,U,7.7
2017,Dyavudaa,Dasari Sairam,Bhanu Prasad,Action,U/A,5.1
2017,Vunnadhi Okate Zindagi,Kishore Tirumala,Ram Pothineni,Romance,S,8.3
2017,Angel,Bahubali Palani,Naga Anvesh,Fantasy / Horror,U,9
2017,Next Nuvve,Prabhakar Podakandla,Aadi,Mystery,U/A,2.5
2017,PSV Garuda Vega,Praveen Sattaru,Rajasekhar,Comedy,S,7.7
2017,C/o Surya,Suseenthiran,Sundeep Kishan,Action,U,5.1
2017,Okkadu Migiladu,Ajay Andrews,Manchu Manoj,Romance,U/A,8.3
2017,Dare,K. Krishna Prasad,Naviin,Action,S,9
2017,London Babulu,Chinni Krishna,Rakshith,Comedy,U,3
2017,Lovers Club,Dhruv Shekar,Anish Chandra,Romance / Comedy,U/A,7.7
2017,Prema Entha Madhuram Priyuralu Antha Katinam,Goverdhan Gajjala,Chandrakanth Datta,Action,S,5.1
2017,Prematho Mee Karthik,Rishi,Kartikeya Gummakonda,Action,U,8.3
2017,Snehamera Jeevitham,Upputuri Mahesh,Siva Balaji,Action,U/A,9
2017,Napoleon,Anand Ravi,Anand Ravi,Drama,S,3.5
2017,Baby,D. Suresh,Baby Sathanya,Romance,U,7.7
2017,Balakrishnudu,Pavan Mallela,Nara Rohit,Drama,U/A,5.1
2017,Devi Sri Prasad,Sri Kishore,Bhupal Raju,Drama,S,8.3
2017,Jandhyala Rasina Premakatha,Krishna Varma,Sekhar,Action / Drama,U,9
2017,June 1:43,Bhaskar Bantupalli,Aditya Srivastava,Romance,U/A,4
2017,Mental Madhilo,Vivek Athreya,Sree Vishnu,Action,S,7.7
2017,Oxygen,A. M. Jothi Krishna,Gopichand,Adult drama,U,5.1
2017,Jawaan,B. V. S. Ravi,Sai Dharam Tej,Action,U/A,8.3
2017,Sapthagiri LLB,Charan Lakkaakula,Saptagiri,Action,S,9
2017,B. Tech Babulu,Seenu Imandi,Nandu,Adult romance,U,1
2017,Malli Raava,Gowtam Tinnanuri,Sumanth,Drama / Romance,U/A,7.7
2017,Premika,Mahindra,Tanish Alladi,Drama,S,5.1
2017,Vanavillu,Lanka Prateek Prem Karan,Lanka Prateek Prem Karan,Romance / Drama,U,8.3
2017,Kiss Kiss Bang Bang,Karthik Medikonda,Kiran,Action,U/A,9
2017,Idhi Maa Prema Katha,Ayodhya Karthik,Anchor Ravi,Action,S,1.5
2017,Juliet Lover of Idiot,Ajay Vodhirala,Naveen Chandra,Romance,U,7.7
2017,Kutumba Katha Chitram,V. S. Vasu,Nandu,Romance,U/A,5.1
2017,Lacchi,Eeshwar,Tej Dilip,Family Drama,S,8.3
2017,Mama O Chandamama,Vishaka Venkat,Ram Karthik,Action,U,9
2017,Padipoya Nee Mayalo,RK Kampally,Arun Gupta,Action,U/A,2
2017,Seetha...Ramuni Kosam,Anil Gopi Reddy,Sharath Sreerangam,Romance,S,7.7
2017,Tholi Parichayam,L. Radha Krishna,Venky,Adult romance,U,5.1
2017,Undha Ledha,Siva Prasad,Ramakrishna,Romance,U/A,8.3
2017,Middle Class Abbayi,Venu Sree Raam,Nani,Comedy,S,9
2017,E Ee,Ram Ganapati Rao,Neiraj Sham,Comedy / Romance,U,2.5
2017,Hello,Vikram Kumar,Akhil Akkineni,Drama,U/A,7.7
2017,Okka Kshanam,Vi Anand,Allu Sirish,Biopic,S,5.1
2017,2 Countries,N. Shankar,Sunil,Comedy,U,8.3
2018,Chilkur Balaji,Allani Sridhar,Sunil Sharma,Action,U/A,9
2018,Agnyaathavaasi,Trivikram Srinivas,Pawan Kalyan,Romance,S,3
2018,Jai Simha,K. S. Ravikumar,Nandamuri Balakrishna,Action / Drama,U,7.7
2018,Rangula Ratnam,Sri Rajani,Raj Tarun,Drama,U/A,5.1
2018,3 Mukhi,Aishwarya Addala,Aishwarya Addala,Drama,S,8.3
2018,Ego,R. V. Subramanyam,Aashish Raj Bidkikar,Romance / Comedy / Drama,U,9
2018,Bhaagamathie,G. Ashok,Anushka Shetty,Drama,U/A,3.5
2018,Chalo,Venky Kudumula,Naga Shaurya,Drama,S,7.7
2018,HBD - Hacked By Devil,Krishna Karthik,Santoshi Sharma,Satirical Comedy,U,5.1
2018,Touch Chesi Chudu,Vikram Sirikonda,Ravi Teja,Romance,U/A,8.3
2018,Howrah Bridge,Revan Yadhu,Rahul Ravindran,Drama,S,9
2018,Gayatri,R. R. Madan,Mohan Babu,Action,U,4
2018,Inttelligent,V. V. Vinayak,Sai Dharam Tej,Drama,U/A,7.7
2018,Tholi Prema,Venky Atluri,Varun Tej,Drama / Romance,S,5.1
2018,Idi Naa Love Story,M. Ramesh Gopi,Tarun Kumar,Action,U,8.3
2018,Awe,Prashanth Varma,Kajal Aggarwal,Drama,U/A,9
2018,Manasuku Nachindi,Manjula Ghattamaneni,Sundeep Kishan,Action,S,1
2018,Rachayitha,Vidya Sagar Raju,Vidya Sagar Raju,Action,U,7.7
2018,Soda Golisoda,Hari Babu,Maanas,Drama,U/A,5.1
2018,Chalte Chalte,Pradeep K. K.,Vishwadev Rachakonda,Action / Drama,S,8.3
2018,Hyderabad Love Story,Raj Satya,Rahul Ravindran,Action,U,9
2018,Juvva,Trikoti Peta,Ranjith Somi,Romance,U/A,1.5
2018,Raa Raa,L. Ramakrishna Raju,Meka Srikanth,Action,S,7.7
2018,Ye Mantram Vesave,Sridhar Marri,Vijay Deverakonda,Romance,U,5.1
2018,Aithe 2.0,Raj Madiraju,Indraneil Sengupta,Action / Romance,U/A,8.3
2018,Kirrak Party,Sharan Koppisetty,Nikhil Siddharth,Thriller,S,9
2018,Nelluri Pedda Reddy,V. J. Reddy,Satish Reddy,Action,U,2
2018,Vadena,Sai Suneel Nimmala,Shiv Tandel,Romance,U/A,7.7
2018,Manasainodu,Satyavarapu Venkateswararao,Manoj Nandam,Drama,S,5.1
2018,Anaganaga Oka Vullo,Sai Krishna K. V.,Ashok Kumar,Drama,U,8.3
2018,MLA,Upendra Madhav,Nandamuri Kalyan Ram,Drama,U/A,9
2018,Needi Naadi Oke Katha,Udugula Venu,Sree Vishnu,Drama,S,2.5
2018,Rangasthalam,Sukumar,Ram Charan,Action,U,7.7
2018,Chal Mohan Ranga,Krishna Chaitanya,Nithiin,Comedy,U/A,5.1
2018,Satya Gang,Prabhas Nimmala,Sathvik Eshwar,Romance,S,8.3
2018,Ameerpet 2 America,Challa Bhanu Kiran,Tejas,Action,U,9
2018,Krishnarjuna Yuddham,Merlapaka Gandhi,Nani,Crime Thriller,U/A,3
2018,Mercury,Karthik Subbaraj,Prabhu Deva,Romance / Comedy,S,7.7
2018,Bharat Ane Nenu,Koratala Siva,Mahesh Babu,Romance / Thriller,U,5.1
2018,Achari America Yatra,G. Nageswara Reddy,Vishnu Manchu,Drama,U/A,8.3
2018,Kanam,A. L. Vijay,Sai Pallavi,Period action,S,9
2018,Endaro Mahanubhavulu,Thallada Sai Krishna,Thallada Sai Krishna,Horror / Thriller,U,3.5
2018,Junction Lo Jayamalini,Narra Sivanageswara Rao,Ravikanth,Romance,U/A,7.7
2018,"Naa Peru Surya, Naa Illu India",Vakkantham Vamsi,Allu Arjun,Romance / Drama,S,5.1
2018,Mahanati,Nag Ashwin,Keerthi Suresh,Action,U,8.3
2018,Mehbooba,Puri Jagannadh,Akash Puri,Drama,U/A,9
2018,Annadata Sukhibhava,R. Narayana Murthy,R. Narayana Murthy,Romance / Comedy,S,4
2018,Seenugadi Prema,R. K.,Srinivasa Rao,Romance,U,7.7
2018,Nela Ticket,Kalyan Krishna,Ravi Teja,Romance,U/A,5.1
2018,Ammammagarillu,Sundar Surya,Naga Shourya,Romance,S,8.3
2018,Officer,Ram Gopal Varma,Nagarjuna Akkineni,Drama,U,9
2018,Raju Gadu,Sanjana Reddy,Raj Tarun,Comedy Drama,U/A,1
2018,Best Lovers,Nandi Venkat Reddy,Sri Karan,Drama,S,7.7
2018,Naa... Nuvve,Jayendra Panchapakesan,Nandamuri Kalyan Ram,Romance,U,5.2
2018,Sammohanam,Mohan Krishna Indraganti,Sudheer Babu,Adult romance,U/A,8.3
2018,Jamba Lakidi Pamba,J. B. Murali krishna,Srinivas Reddy,Drama,S,9
2018,Ee Nagariniki Emaindi,Tharun Bhascker Dhaassyam,Vishwak Sen,Action,U,1.5
2018,Sanjeevani,Ravi Vide,Anuraag Dev,Drama,U/A,7.7
2018,Shambho Shankara,N. Sreedhar,Shakalaka Shankar,Romance,S,5.2
2018,Super Sketch,Ravi Chavali,Narsing Makkala,Action,U,8.3
2018,Pantham,K. Chakravarthy,Gopichand,Romance,U/A,9
2018,Aghora,Rao Durgam,Yuvaraj Rejeti,Drama,S,2
2018,Divya Mani,Giridhar Gopal,Suresh Kamal,Romance / Thriller,U,7.7
2018,Tej I Love You,A. Karunakaran,Sai Dharam Tej,Comedy,U/A,5.2
2018,RX 100,Ajay Bhupathi,Karthikeya,Comedy,S,8.3
2018,Vijetha,Rakesh Shashii,Kalyaan Dhev,Drama,U,9
2018,Aatagadharaa Siva,Chandra Siddhartha,Uday Shankar,Romance,U/A,2.5
2018,Lover,Aneesh Krishna,Raj Tarun,Romance,S,7.7
2018,W/O Ram,Vijay Yelakanti,Lakshmi Manchu,Drama,U,5.2
2018,Saakshyam,Sriwass,Bellamkonda Sreenivas,Romance,U/A,8.3
2018,Happy Wedding,Lakshman Karya,Sumanth Ashwin,Drama,S,9
2018,Brand Babu,Prabhakar Podakandla,Sumanth Shailendra,Comedy,U,3
2018,Chi La Sow,Rahul Ravindran,Sushanth,Action,U/A,7.7
2018,Devi Vigraham,Raju Shetty,Not Available,Drama,S,5.2
2018,Goodachari,Sashi Kiran Tikka,Adivi Sesh,Action,U,8.3
2018,Siva Kasipuram,Hareesh Vattikutti,Rajesh Sri Chakravarthy,Romance,U/A,9
2018,Tharuvatha Evaru,G. Krishna Reddy,Manoj,Comedy,S,3.5
2018,Srinivasa Kalyanam,Satish Vegesna,Nithiin,Action,U,7.7
2018,Geetha Govindam,Parasuram,Vijay Devarakonda,Drama,U/A,5.2
2018,Aatagallu,Paruchuri Murali,Nara Rohit,Romance,S,8.3
2018,Anthaku Minchi,Jhony,Jai,Romance,U,9
2018,Neevevaro,Hari Nath,Aadhi Pinisetty,Romance,U/A,4
2018,Super Sketch,Ravi Chavali,Narsingh Makkala,Action,S,7.7
2018,@Nartanasala,Srinivas Chakravarthy,Naga Shourya,Drama,U,5.2
2018,Paper Boy,V. Jayashankar,Santhosh Shoban,Comedy drama,U/A,8.3
2018,Sameeram,Ravi Gundaboina,Yashwanth,Action,S,9
2018,Anu Vamsi Katha,Ramesh Mukkera,Santhosh Raj,Drama,U,1
2018,C/o Kancharapalem,Venkatesh Maha,Nithya Sree,Romance,U/A,7.7
2018,Manu,Phanindra Narsetti,Raja Gautham,Romance,S,5.2
2018,Premaku Raincheck,Akella Peri Srinivas,Abhilash Vadada,Comedy,U,8.3
2018,Silly Fellows,Bhimaneni Srinivasa Rao,Allari Naresh,Comedy,U/A,9
2018,Enduko Emo,Koti Vaddineni,Nandu,Sports,S,1.5
2018,Masakkali,Nabi Enugubala,Sai Ronak,Romance,U,7.7
2018,Shailaja Reddy Alludu,Maruthi,Naga Chaitanya,Romance,U/A,5.2
2018,U Turn,Pawan Kumar,Samantha Akkineni,Romance,S,8.3
2018,Ee Maaya Peremito,Ramu Koppula,Rahul Vijay,Comedy,U,9
2018,Antharvedham,ch ravi kishore babu,Tanikella Bharani,Action,U/A,2
2018,Nannu Dochukunduvate,R. S. Naidu,Sudheer Babu,Romance,S,7.7
2018,Devadas,Sriram Adittya,Nagarjuna,Romance,U,5.2
2018,Natakam,Kalyanji Gogana,Ashish Gandhi,Romance,U/A,8.3
2018,Desamlo Dongalu Paddaru,Goutham Rajkumar,Khayyum Ali,"Romance, Action",S,9
2018,Bhale Manchi Chowka Beram,Murali Krishna Mudidani,Naveed,Romance,U,2.5
2018,NOTA,Anand Shankar,Vijay Devarakonda,Action comedy,U/A,7.7
2018,Aravinda Sametha Veera Raghava,Trivikram Srinivas,N. T. Rama Rao Jr.,Romance,S,5.2
2018,Moodu Puvulu Aaru Kayalu,Ramaswamy,Arjun Yagith,Action,U,8.3
2018,Hello Guru Prema Kosame,Trinadha Rao Nakkina,Ram Pothineni,Thriller,U/A,9
2018,2 Friends,Srinivas GLB,Suraj Gowda,Drama,S,3
2018,Bangari Balaraju,Kotendra Dudyala,Raghav,Romance,U,7.7
2018,Ratham,Chandrashekar Kanuri,Geetanand,Drama,U/A,5.2
2018,Veera Bhoga Vasantha Rayalu,R. Indrasena,Nara Rohith,Romance,S,8.3
2018,Desa Dimmari,Nagesh Naradasi,Tanish Alladi,Action,U,9
2018,Kathanayakulu,Habeeb Shariff,Prayaga Bhasker,Romance,U/A,3.5
2018,Savyasachi,Chandoo Mondeti,Naga Chaitanya,Action,S,7.7
2018,Adhugo,Ravi Babu,Ravi Babu,Drama,U,5.2
2018,Karma Kartha Kriya,Nagu Gawara,Vasant Sameer,Drama,U/A,8.3
2018,Amar Akbar Anthony,Srinu Vaitla,Ravi Teja,Romance,S,9
2018,Taxiwaala,Rahul Sankrityayan,Vijay Devarakonda,Romance,U,4
2018,Sarabha,N. Narasimha Rao,Aakash Kumar,Romance,U/A,7.7
2018,24 Kisses,Ayodhya Kumar Krishnamsetty,Adith Arun,Thriller,S,5.2
2018,LAW,Gagan Gopal Mulka,Kamal Kamaraju,Drama,U,8.3
2018,Rangu,Karthikeya,Tanish,Drama,U/A,9
2018,Rule,Paidi Ramesh,Shivamani,Drama,S,1
2018,Sainyam,J. P. Sravan Kumar,Vikranth Singh,Drama,U,7.7
2018,Student Power,Guna Apparao,Venkat,Drama,U/A,5.2
2018,Operation 2019,Karanam P. Babji,Srikanth,Action,S,8.3
2018,Kavacham,Srinivas Mamilla,Bellamkonda Sreenivas,Drama,U,9
2018,Next Enti?,Kunal Kohli,Sundeep Kishan,Not Available,U/A,1.5
2018,Subhalekha + Lu,Sarrath Narwade,Sreenivasa Sayee,Comedy,S,7.7
2018,Subrahmanyapuram,Santhosh Jagarlapudi,Sumanth,Romance,U,5.2
2018,Bhairava Geetha,Siddhartha,Dhananjay,Family Drama,U/A,8.3
2018,Anaganaga O Premakatha,Pratap Thatamsetti,Ashwin J. Viraj,Crime,S,9
2018,Husharu,Sree Harsha Konuganti,Tejus Kancherla,Action,U,2
2018,Antariksham 9000 KMPH,Sankalp Reddy,Varun Tej,Romance,U/A,7.7
2018,Padi Padi Leche Manasu,Hanu Raghavapudi,Sharwanand,Romance,S,5.2
2018,Bluff Master,Gopi Ganesh,Satyadev Kancharana,Romance,U,8.3
2018,Idam Jagath,Anil Srikantam,Sumanth,Drama,U/A,9
2018,Ishtangaa,Sampath V. Rudra,Arjun Mahi,Drama,S,2.5
2018,Manchukurisevelalo,Bala Bodepudi,Ram Karthik,Romance,U,7.7
2018,U – Kathe Hero,Kovera,Kovera,Political drama,U/A,5.2
2018,My Dear Marthandam,Harish K. V.,Prudhviraj,Romance,S,8.3
2019,Ajay Passayyad,Prem Deepak,Aman Singh,Drama,U,9
2019,Natana,Bharathi Babu,Mahidar,Drama,U/A,3
2019,N.T.R: Kathanayakudu,Krish,Nandamuri Balakrishna,Romance,U,5.2
2019,Vinaya Vidheya Rama,Boyapati Srinu,Ram Charan,Drama,U/A,8.3
2019,F2: Fun and Frustration,Anil Ravipudi,Venkatesh,Action,S,9
2019,Kothaga Maa Prayanam,Ramana Mogili,Yamini Bhaskar,Devotional,U,3.5
2019,Mr. Majnu,Venky Atluri,Akhil Akkineni,Romance,U/A,7.7
2019,Akkadokaduntadu,Sri Paada Viswak,Siva Kantamaneni,Romance,S,5.2
2019,Bichagada Majaka,K. S. Nageswara Rao,Arjun Reddy,Romance,U,8.3
2019,Gamer,Rajesh Tadakala,Sraneeth Raj,Thriller,U/A,9
2019,Sakala Kala Vallabhudu,Siva Ganesh,Tanishq Reddy,Drama,S,4
2019,Yatra,Mahi V. Raghav,Mammootty,Action,U,7.7
2019,4 Letters,R. Raghuraj,Eeshwar,Action,U/A,5.2
2019,Mithai,Prashant Kumar,Priyadarshi Pullikonda,Children's film,S,8.3
2019,N.T.R: Mahanayakudu,Krish,Nandamuri Balakrishna,Romance,U,9
2019,Prementha Panichese Narayana,Jonnalagadda Srinivasa Rao,Harikrishna Jonnalagadda,Not Available,U/A,1
2019,Akkadokaduntadu,Sri Paada Viswaak,Ram Karthik,Romance,S,7.7
2019,Crazy Crazy Feeling,Sanjai Kartik,Viswant Duddumpudi,Comedy,U,5.2
2019,118,K. V. Guhan,Kalyan Ram,Drama,U/A,8.3
2019,Eureka,Karteek Anand,Karteek Anand,"Horror, Drama",S,9
2019,Aa Nimisham,Kala Rajesh,Prasad Reddy,Romance,U,1.5
2019,Ashok Reddy,Nandi Venkat Reddy,Rajanikanthi Kathi,Drama,U/A,7.7
2019,Bilalpur Police Station,Naga Sai Makham,Srinath Maganti,Drama,S,5.2
2019,College Poragallu,Annam Chandrashekar,Mallikarjun,Action,U,8.3
2019,Jessie,Ashwani Kumar. V,Abhinav Gomatam,Drama,U/A,9
2019,Magnet,Adishesha Sai Reddy,Sakshi Chowdhary,Drama,S,2
2019,Manasa Vaacha,M. V. Prasad,Tejas,Romance,U,7.7
2019,Pranam Khareedu,P. L. K. Reddy,Prashanth,Romance,U/A,5.2
2019,Where Is the Venkatalakshmi,Kishore Kumar,Raai Laxmi,Romance,S,8.3
2019,Prematho Cheppana,Ranga Ravinder Gupta,Udaytej,Romance,U,9
2019,Adhrushyam,Ravi Prakash Krishnamsetty,Jaan,Action,U/A,2.5
2019,Cheddi Gang,Kanagala Ramesh Chowdhary,Srinivasa Reddy,Romance,S,7.7
2019,Vinara Sodara Veera Kumara,Sateesh Chandra Nadella,Srinivas Sai,Drama,U,5.3
2019,Lakshmi's NTR,Ram Gopal Varma,P. Vijay Kumar,Drama,U/A,8.3
2019,Suryakantham,Pranith Bramandapally,Niharika Konidela,Romance,S,9
2019,Majili,Shiva Nirvana,Naga Chaitanya Akkineni,Action,U,3
2019,Prema Katha Chitram 2,Hari Krishna,Sumanth Ashwin,Comedy,U/A,7.7
2019,Chitralahari,Kishore Tirumala,Sai Dharam Tej,Comedy,S,5.3
2019,Runam,Srinivas Gundareddy,Gopi Krishna,Comedy,U,8.3
2019,Jersey,Gowtam Tinnanuri,Nani,Action,U/A,9
2019,Chikati Gadilo Chithakotudu,Santhosh P. Jayakumar,Adith Arun,Action drama,S,3.5
2019,Danger Love Story,Shekar Chandra,Khayyum Gaurav,Horror,U,7.7
2019,Diksoochi,Dilip Kumar Salvadi,Dilip Kumar Salvadi,Drama,U/A,5.3
2019,Duppatlo Minnagu,Yandamuri Veerendranath,Naveen Thirthahalli,Romance,S,8.3
2019,Nuvvu Thopu Raa,B. Harinath Babu,Sudhakar Komakula,Romance,U,9
2019,Okate Life,M. Venkat,Ramesh Choudary,Romance,U/A,4
2019,Rangu Paduddi,S. Shyam Prasad,Ali,Fantasy,S,7.7
2019,Maharshi,Vamsi Paidipally,Mahesh Babu,Drama,U,5.3
2019,ABCD: American Born Confused Desi,Sanjeev Reddy,Allu Sirish,Romance,U/A,8.3
2019,Enthavaraalaina,Guru Chindepalli,Advaith,Drama,S,9
2019,Romantic Criminals,P. Sunil Kumar Reddy,Manoj Nandam,Romance,U,1
2019,Swayamvadha,Vivek Varma,Aditya Alluri,Action,U/A,7.7
2019,Sita,Teja,Kajal Aggarwal,Romance,S,5.3
2019,Abhinetri 2,A. L. Vijay,Prabhu Deva,Action,U,8.3
2019,01-12-1931 00:00,G. Kondal Rao,Navakanth,Comedy,U/A,9
2019,Falaknuma Das,Vishwak Sen,Vishwak Sen,Romance,S,1.5
2019,Seven,Nizar Shafi,Havish,Action,U,7.7
2019,Hippi,Krishna,Kartikeya Gummakonda,Drama,U/A,5.3
2019,Ek,Sampath V. Rudra,Bishnu Adhikari,Romance,S,8.3
2019,Game Over,Ashwin Saravanan,Taapsee Pannu,Romance / Action,U,9
2019,Vajra Kavachadhara Govinda,Arun Pawar,Saptagiri,Action,U/A,2
2019,Viswamitra,Raajkiran,Prasanna,Documentary,S,7.7
2019,1st Rank Raju,Naresh Kumar H. N.,Chethan Maddineni,Romance,U,5.3
2019,Agent Sai Srinivasa Athreya,Swaroop RSJ,Naveen Polishetty,Comedy drama,U/A,8.3
2019,Mallesham,Raj. R,Priyadarshi Pulikonda,Drama,S,9
2019,Special – The Story of a Mind Reader,Vastav,Ajay,Romance,U,2.5
2019,Voter,G. S. Karthik,Manchu Vishnu,Drama,U/A,7.7
2019,Brochevarevarura,Vivek Athreya,Sree Vishnu,Action,S,5.3
2019,Captain Rana Prathap,Haranath Policherla,Haranath Policherla,Action,U,8.3
2019,Kalki,Prasanth Varma,Dr. Rajasekhar,Comedy,U/A,9
2019,Prema Janta,Nikhilesh Thogari,Ram Praneeth,Action,S,3
2019,Burrakatha,Diamond Ratna Babu,Aadi Saikumar,Romance,U,7.7
2019,Kakatheeyudu,Vijay Samudra,Taraka Ratna,Action,U/A,5.3
2019,Oh! Baby,B. V. Nandini Reddy,Samantha Akkineni,Comedy,S,8.3
2019,Durmargudu,Suneeth Jampa,Zaara Khan,Drama,U,9
2019,Dorasaani,K. V. R. Mahendra,Anand Devarakonda,Romance,U/A,3.5
2019,KS100,Sher,Sameer Khan,Drama,S,7.7
2019,Ninu Veedani Needanu Nene,Caarthick Raju,Sundeep Kishan,Action,U,5.3
2019,Marketlo Prajaswamyam,R. Narayana Murthy,R. Narayana Murthy,Romance,U/A,8.3
2019,Rajdooth,"Arjun Gunnala, Cartyk",Meghamsh Srihari,Comedy,S,9
2019,iSmart Shankar,Puri Jagannadh,Ram Pothineni,Romance,U,4
2019,Dear Comrade,Bharat Kamma,Vijay Devarakonda,Documentary,U/A,7.7
2019,Nenu Lenu,Ram Kumar A.S.K,Harshith Koditham,Romance,S,5.3
2019,Bailampudi,Anil Raj,Harish Vinay,Romance,U,8.3
2019,Guna 369,Arjun Jandhyala,Kartikeya Gummakonda,Comedy,U/A,9
2019,Rakshasudu,Ramesh Varma,Bellamkonda Sreenivas,Action,S,1
2019,Sivaranjani,Naaga Prabhakkar,Rashmi Gautham,Action,U,7.7
2019,Kathanam,Rajesh Nadendla,Anasuya Bharadwaj,Drama,U/A,5.3
2019,Manmadhudu 2,Rahul Ravindran,Nagarjuna,Romance,S,8.3
2019,Kobbari Matta,Rupak Ronaldson,Sampoornesh Babu,Action,U/A,9
2019,Evaru,Venkat Ramji,Adivi Sesh,Action,S,1.5
2019,Ranarangam,Sudheer Varma,Sharwanand,Romance,U,7.7
2019,Boy,Amar Viswaraj,Lakshya Sinha,Action,U/A,5.3
2019,Edaina Jaragocchu,K. Rama Kanth,Bobby Simha,Romance,S,8.3
2019,Kousalya Krishnamurthy,Bhimaneni Srinivasa Rao,Aishwarya Rajesh,Horror,U,9
2019,Hawaa,Mahesh Reddy,Chaitanya Rao Madadi,Comedy,U/A,2
2019,Nene Kedi No.1,Johni,Shakalaka Shankar,Romance,S,7.7
2019,Saaho,Sujeeth,Prabhas,Comedy,U,5.3
2019,Jodi,Viswanath Arigella,Aadi Saikumar,Comedy,U/A,8.3
2019,Nani's Gang Leader,Vikram Kumar,Nani,Romance,S,9
2019,Marshal,Jai Raaja Singh,Abhay Adaka,Action,U,2.5
2019,Gaddalakonda Ganesh,Harish Shankar,Varun Tej,Romance,U/A,7.7
2019,Nenu Naa Nagarjuna,R. B. Gopal,Mahesh Achanta,Action,S,5.3
2019,Pandugadi Photo Studio,Dileep Raj,Ali,Action,U,8.3
2019,Rama Chakkani Seetha,Sriharsha Manda,Indhra,Romance,U/A,9
2019,Rayalaseema Love Story,Ram Ranadheer,Venkat,Romance,S,3
2019,Ninnu Thalachi,Anil Thota,Vamsi Yakasiri,Action,U,7.7
2019,Sye Raa Narasimha Reddy,Surender Reddy,Chiranjeevi,Action,U/A,5.3
2019,Chanakya,Thiru,Gopichand,Romance,S,8.3
2019,Oorantha Anukuntunnaru,Balaji,Srinivas Avasarala,Drama,U,9
2019,Evvarikee Cheppoddu,Basava Shanker,Rakesh Varre,Thriller,U/A,3.5
2019,RDX Love,Bhanu Shankar,Payal Rajput,Action,S,7.7
2019,Krishna Rao Supermarket,Sreenath Pulakuram,Kriishna,Romance,U,5.3
2019,Malli Malli Chusa,Hemanth Karthik,Anurag Konidena,Romance,U/A,8.3
2019,Operation Gold Fish,Sai Kiran Adivi,Aadi,Action,S,9
2019,Raju Gari Gadhi 3,Ohmkar,Ashwin Babu,Romance,U,4
2019,Sarovaram,Suresh Yadavalli,Vishal Punna,Romance,U/A,7.7
2019,Thupaki Ramudu,T. Prabhakar,Bithiri Sathi,Comedy,S,5.3
2019,Vanavasam,Bharath Kumar P & Narendra,Naveenraj Sankarapu,Action drama,U,8.3
2019,Aaviri,Ravi Babu,Ravi Babu,Romance,U/A,9
2019,Dandupalyam 4,K. T. Nayak,Suman Ranganathan,Drama,S,1
2019,Meeku Maathrame Cheptha,Shammer Sulthan,Tharun Bhascker Dhaassyam,Action,U,7.7
2019,Planning,B. L. Prasad,Mahindra,Action,U/A,5.3
2019,Thipparaa Meesam,Krishna Vijay,Sree Vishnu,Comedy,S,8.3
2019,Konapuram Lo Jarigina Katha,K. B. Krishna,Anil Mogili,Drama,U,9
2019,Tenali Ramakrishna BA. BL,G. Nageswara Reddy,Sundeep Kishan,Romance,U/A,1.5
2019,George Reddy,B. Jeevan Reddy,Sandeep Madhav,Comedy,S,7.7
2019,Raagala 24 Gantallo,Srinivasa Reddy,Eesha Rebba,Romance,U,5.3
2019,Tholu Bommalata,Vishwanath Maganti,Rajendra Prasad,Drama,U/A,8.3
2019,Pichhodu,Hemanth Srinivas,Kranthi,Action,S,9
2019,Beach Road Chetan,Chetan Maddineni,Chetan Maddineni,Action,U,2
2019,Traap,V. S. Phanindra,Brahmaji,Romance,U/A,7.7
2019,Ranasthalam,Adhi Aravala,Satyam Rajesh,Romance,S,5.3
2019,Arjun Suravaram,T. N. Santhosh,Nikhil Siddharth,Romance,U,8.3
2019,Raja Vaaru Rani Gaaru,Ravi Kiran Kola,Kiran Abbavaram,Comedy,U/A,9
2019,Raghupathi Venkaiah Naidu,Babji,Naresh,Drama,S,2.5
2019,Miss Match,N. V. Nirmal Kumar,Uday Shankar,Action,U,7.7
2019,Bhagyanagara Veedullo Gamattu,Srinivasa Reddy,Srinivasa Reddy,Comedy,U/A,5.3
2019,Ashwamedham,Nitin Gawde,Shivangi Khedkar,Thriller,S,8.3
2019,90ML,Sekhar Reddy Yerra,Kartikeya Gummakonda,Thriller,U,9
2019,Amma Rajyam Lo Kadapa Biddalu,Ram Gopal Varma,Ajmal Ameer,Action,U/A,3
2019,Hulchul,Sripathi Karrl,Rudhraksh Utkam,Comedy,S,7.7
2019,Venky Mama,K. S. Ravindra,Venkatesh,Drama,U,5.3
2019,Ruler,K. S. Ravikumar,Nandamuri Balakrishna,Drama,U/A,8.3
2019,Prati Roju Pandage,Maruthi,Sai Dharam Tej,Action,S,9
2019,Iddari Lokam Okate,G. R. Krishna,Raj Tarun,Drama,U,3.5
2019,Mathu Vadalara,Ritesh Rana,Sri Simha,Thriller,U/A,7.7
2019,Software Sudheer,P. Rajasekhar Reddy,Sudigali Sudheer,Comedy,S,5.3
2020,Beautiful,Agasthya Manju,Parth Suri,Comedy,U,8.3
2020,Oollalla Oollalla,Satya Prakash,Nataraj,Action,U/A,9
2020,Utthara,SR Thirupathi,Sreeram,Romance,S,4
